locus_id	mean_6h	mean_8h	mean_12h	mean_18h	std_dev_6h	std_dev_8h	std_dev_12h	std_dev_18h
AT1G49510	1.335014048	1.3155775043	0.7976541813	1.054742205	0.0811263627	0.0527237492	0.2293485063	0.1155151036
AT1G49540	1.3087225477	1.1550067983	1.2171892147	1.0345162527	0.0660538401	0.0070582376	0.09418626	0.0927388618
AT1G49600	1.5214966863	1.3725851803	1.2602659017	0.9627029843	0.1425606714	0.1204930031	0.0647891932	0.0761928428
AT1G49630	1.3157102817	1.2724694197	1.258461742	1.1575144767	0.0753335005	0.0731596667	0.0344953333	0.1288628962
AT1G49650	1.2655232	1.1965503477	1.1661678883	1.0898933457	0.022330914	0.0573178017	0.0313450352	0.0620809059
AT1G49660	1.02371224	0.9969365527	1.0112258713	1.033861869	0.1219292408	0.0366739152	0.0711984825	0.0489428176
AT1G49670	0.8864046933	0.88844986	1.0316496927	1.2529218687	0.0200796139	0.0062643502	0.0263060725	0.058941786
AT1G49740	2.5485643813	2.219570604	1.6347245827	2.195592239	0.5983485178	0.3691123587	0.3069399997	0.0679330848
AT1G49750	1.0631959297	1.1155097447	1.401791722	1.3669014393	0.0119002231	0.0200359254	0.0661402668	0.1673282961
AT1G49760	1.1253726163	1.0713784963	1.163992436	1.100911018	0.0548593909	0.0426471857	0.0413705268	0.1371223975
AT1G49820	1.1058641393	0.984217235	1.041010554	1.153139383	0.0825464506	0.0622812201	0.076957905	0.0397566221
AT1G49970	1.064885692	1.032055015	1.0781847383	1.0390030493	0.0252653531	0.0242072098	0.0162145624	0.0341684676
AT1G50020	0.8117321103	0.7831895297	0.871789745	0.771037977	0.0454899878	0.0418554052	0.1245567089	0.0208464999
AT1G50030	1.1818524823	1.184874717	1.2761286147	1.0958579317	0.0220780885	0.0514673668	0.0371384498	0.0627709631
AT1G50120	1.312212283	1.0566823983	1.6376356363	1.5101553357	0.0876945506	0.0678516072	0.092244809	0.2924280165
AT1G50140	0.9739630253	1.095975087	0.8775181403	0.7839076183	0.2261895898	0.2336335175	0.2782018687	0.2149461447
AT1G50200	1.2935867727	1.142590734	1.1513097397	1.0958445887	0.037874517	0.0591526682	0.0249575233	0.0765309262
AT1G50250	0.788497841	0.8257863107	0.8502857687	0.83241453	0.055899652	0.0152482376	0.0242387004	0.0491669539
AT1G50320	0.8605298343	0.908834475	1.0431248127	1.0802441803	0.0500534042	0.0833490185	0.0375873894	0.0338835486
AT1G50370	1.0668436557	1.0569142747	0.8919581363	0.9499480577	0.0429313953	0.0516469097	0.2313593646	0.0552735465
AT1G50380	1.397676889	1.4784443677	2.014702802	1.5697650833	0.1629106659	0.0572627211	0.2313536646	0.2558703612
AT1G50430	0.7654800903	0.7888932587	0.8274508433	0.9621676903	0.0161386606	0.0242648781	0.0164968507	0.026285498
AT1G50450	1.227468642	1.1933552937	1.163639118	1.114251936	0.0813290672	0.1072651378	0.0476692502	0.0538547951
AT1G50480	1.022883824	0.9842076867	1.2475580833	1.2489541117	0.0225699195	0.0302129958	0.0851233775	0.1261492008
AT1G50500	0.9520318353	1.01151698	1.0215846413	0.985194667	0.0390416283	0.0092287796	0.0374084118	0.0257534698
AT1G50510	0.902924421	0.873711961	0.9243339723	0.9990520003	0.0310082359	0.05301052	0.0664708649	0.0197235446
AT1G50620	0.8939595077	0.847736473	0.8627002817	1.0335644097	0.2668880965	0.0627707961	0.2022255309	0.0771650038
AT1G50670	0.943653387	0.8988162357	0.9322105437	0.9344952927	0.0327445276	0.0215119467	0.0439316227	0.0240793926
AT1G50840	1.657105292	1.3138971707	1.1310617377	1.0393659953	0.0890841454	0.0701307203	0.1000202763	0.0589916028
AT1G50900	0.915380106	1.0015270847	1.05925766	1.0231691963	0.0643867361	0.0824341774	0.080552232	0.0190691745
AT1G50920	1.1070315773	0.9952506813	1.0495994743	0.9115686543	0.0598650792	0.0436004721	0.0465680582	0.0834760638
AT1G50940	1.017395038	1.0091856297	1.10264102	1.151701523	0.0597825707	0.0265833259	0.0426123976	0.0183623399
AT1G51100	1.276375333	1.2601534957	1.297425326	1.2350816563	0.025505361	0.004253941	0.0098663745	0.0622585954
AT1G51110	1.1146640997	1.087166277	1.093458465	1.1998468023	0.0329518412	0.0587262484	0.0365522497	0.1455082786
AT1G51160	0.8669147503	0.889470995	0.7392131333	0.952220916	0.2579134769	0.2101929944	0.298688107	0.0332102072
AT1G51500	1.6642119293	1.7792028943	1.206042624	1.223604822	0.14145867	0.1498934587	0.1880899793	0.1774764431
AT1G51560	1.2518773777	1.1519940253	1.1807355233	1.0570353653	0.0207641945	0.0242006462	0.0327997089	0.0657996312
AT1G51570	1.1857861053	0.8662961877	0.6577166793	1.0690169333	0.1131688668	0.0947453239	0.1242269137	0.0219826898
AT1G51630	1.1321691113	1.044516554	1.069861821	0.9886398223	0.0239433517	0.0544080772	0.0434804895	0.0414967362
AT1G51680	1.025047536	0.962761737	1.036169672	1.03675202	0.0289041373	0.042952856	0.0280279504	0.1551566797
AT1G51690	0.814277707	0.6795480523	0.8018596337	0.9194917367	0.0646126075	0.0575928885	0.0411766165	0.0689815277
AT1G51710	0.9458336947	0.6573534227	0.623144518	0.9560324983	0.1591363538	0.0411813161	0.0133609508	0.0582366359
AT1G51760	0.8748968813	0.9879791477	1.2346819457	1.313511943	0.0745170846	0.0415335556	0.0728416169	0.1463443784
AT1G51805	1.497046718	1.355632403	1.4443005593	1.263418251	0.0097119827	0.0340746801	0.1052875162	0.1368955033
AT1G51980	1.1059848317	1.077768367	1.061927039	1.0249063187	0.032246741	0.0600043381	0.0056871031	0.0464803708
AT1G52000	0.7922116757	0.697807269	1.0166394623	1.1585479523	0.1013166871	0.0455831491	0.0383410372	0.075531174
AT1G52030	0.954251801	0.952525652	1.5366522507	1.6907125023	0.0251146155	0.0047602166	0.1783690013	0.3165445208
AT1G52040	0.8851474083	1.4156169423	2.9982393503	3.15211618	0.3496767083	0.1441988943	0.0877486021	0.5163947362
AT1G52190	1.364867647	1.428816651	1.1990034613	1.2479587697	0.0311847084	0.1873550764	0.0968105557	0.1919816194
AT1G52220	0.9372738367	1.006879201	1.172745363	1.1012804117	0.0168313945	0.0510735584	0.0148431295	0.0630922431
AT1G52230	0.8783203943	0.946633093	0.9454444593	1.3703501387	0.1916460627	0.086174475	0.0662554444	0.0864098764
AT1G52360	1.2153882013	1.0728663093	1.1478049157	1.078602673	0.0137436004	0.0286138186	0.0471735826	0.0923831486
AT1G52380	0.9615940483	1.004472588	1.1854000493	1.112524949	0.10508785	0.0485078243	0.0535692797	0.1613356106
AT1G52400	0.523000544	0.6017179163	1.1162602517	1.5169408533	0.0148586987	0.0283225542	0.0986540375	0.0983359831
AT1G52410	0.518088825	0.557955248	0.88985049	1.1478860137	0.0086342811	0.0435091713	0.0167437392	0.0840742706
AT1G52510	1.0465063967	0.9866071017	0.92871337	0.954405092	0.0265371319	0.0176664999	0.0705377606	0.0367638162
AT1G52670	1.271700692	1.3625889093	1.1000233403	1.1464252727	0.1383329717	0.1493834966	0.1320516942	0.0306313718
AT1G52730	0.9791336543	0.9157858057	1.0153464483	0.8626149437	0.1096712796	0.0505978131	0.0265135727	0.1052842766
AT1G52740	1.7756447067	1.701975754	1.4588328173	1.4040602373	0.3328000835	0.1613136411	0.1652229008	0.0436648101
AT1G52760	0.978631633	0.8954248337	0.915735907	0.9343618527	0.0280760672	0.0449961524	0.0348463486	0.0100051
AT1G52780	0.8745769557	0.938374704	1.0624298097	1.008507052	0.12462552	0.0740613489	0.060813065	0.083564896
AT1G53000	1.046584818	1.020665498	1.010707108	0.9994510323	0.0202053956	0.0315392402	0.0536799547	0.0452075382
AT1G53070	0.9648448667	0.8399327577	0.918413836	0.9729527643	0.0607117759	0.057046576	0.0543770992	0.070205758
AT1G53120	0.882156608	0.957952319	0.9017131973	1.1446154163	0.0402232652	0.0231114749	0.1126879055	0.1049601583
AT1G53165	0.967927789	0.9185151797	1.2366436263	1.2757400207	0.1144414661	0.0292578186	0.2734721689	0.2925077791
AT1G53210	1.192234245	1.0715399887	1.0167462343	0.987556935	0.0168472513	0.0668769086	0.0588197362	0.0559196909
AT1G53240	1.1485205857	1.27717024	1.1434701573	1.1823485507	0.0599137431	0.0726527239	0.0442235004	0.0188855543
AT1G53260	1.0267557413	0.9372587053	0.8864867653	0.7098960613	0.0293681601	0.124187618	0.0312282112	0.1423855062
AT1G53280	0.997589575	0.94154179	1.0516596083	1.2646476243	0.0356723733	0.0696592618	0.0137775137	0.1463134951
AT1G53310	0.9130236237	0.8941488617	1.0250077757	1.123287963	0.0295445532	0.0239497252	0.0807455158	0.0113787014
AT1G53430	1.4211446177	1.353029478	1.1440048893	1.0408987957	0.0301940502	0.083591498	0.041342234	0.1390203257
AT1G53500	0.757160738	0.8251588757	1.0068752823	0.9681098703	0.0055492256	0.0242651786	0.0590838211	0.074403093
AT1G53520	1.0043896537	0.9966389347	1.1046940097	1.075110619	0.0345028816	0.0462700868	0.0752895221	0.0793207424
AT1G53580	1.08610804	1.1286535187	1.1840790873	0.981110421	0.0317263219	0.0214773677	0.0740431485	0.0658347835
AT1G53590	1.5991829027	1.2089978357	1.1662260853	0.841353824	0.1107152143	0.1386236118	0.0953997034	0.0666189061
AT1G53670	0.992765101	1.0159557203	1.322028007	1.203612044	0.0286449913	0.0389686824	0.0278423333	0.0949676846
AT1G53750	1.508740965	1.4886867297	1.4089312673	1.2993897097	0.0816805759	0.150608501	0.0455309721	0.0770068003
AT1G53760	0.9348747143	0.9122459213	0.91897096	0.922514151	0.0858507508	0.0456512592	0.1259377986	0.0439269944
AT1G53800	0.9911554597	0.91919865	1.233645506	1.1941585323	0.15555898	0.0926923963	0.0530844212	0.2188205025
AT1G53840	0.851623974	0.8081172977	0.844934487	0.857502537	0.0552747423	0.0297951979	0.0577877521	0.0336453281
AT1G53850	1.0425357497	1.0465540147	1.0707133747	0.9911108793	0.0494970991	0.0431330539	0.052047331	0.0607126262
AT1G54000	0.473646037	0.4181560447	0.433073188	0.272818501	0.0249056585	0.0224335161	0.0567829378	0.053533537
AT1G54010	1.2482567847	0.989869533	0.8953333517	0.775356364	0.0430696257	0.0786307653	0.0121455406	0.078219485
AT1G54090	1.1094094687	1.2252510503	1.3058053743	1.2446639967	0.0263316535	0.0633194982	0.0115932034	0.0922502815
AT1G54100	1.230064272	1.323588851	1.487252751	1.3175428973	0.0418581395	0.0871136166	0.1281185063	0.0704020623
AT1G54170	1.1097182497	1.0812065997	1.2400409023	1.0761669813	0.045999566	0.0700159786	0.1029475559	0.1009186448
AT1G54270	1.1270491527	1.0339966043	0.9870668483	0.99909031	0.0448075438	0.0757015638	0.0627917198	0.0917174502
AT1G54350	0.991760304	0.9539341593	1.25851085	1.50208147	0.0227315278	0.0249643189	0.0628873619	0.2626849667
AT1G54410	0.8009932983	0.6909286307	0.9435978547	0.6797033357	0.1337794853	0.0517557521	0.1527689325	0.077150731
AT1G54490	1.6151011147	1.2780937033	1.382376836	1.2854670393	0.1045209241	0.0217696177	0.1350080366	0.1198086412
AT1G54500	1.0390012767	1.01758256	1.0271598377	0.99430034	0.0341359304	0.0198370074	0.0204653971	0.0354557172
AT1G54520	1.014597889	0.965647178	0.9200292663	0.897225763	0.0087991668	0.0060935737	0.0182374711	0.0416848636
AT1G54570	1.064614282	1.049723728	1.3890515193	1.4364958543	0.0495363552	0.0118679871	0.0776479542	0.1496018447
AT1G54580	1.043497629	1.1105136133	1.0110834947	1.0439700937	0.0616070969	0.0038698274	0.0241061904	0.0662242476
AT1G54630	1.0445234663	1.0758452973	0.8878694297	1.015289679	0.0687122807	0.0278225686	0.1269380191	0.0973621192
AT1G54780	1.030304784	1.0304429257	1.0481340363	1.0166851287	0.0382550473	0.021785977	0.0578517886	0.0302944155
AT1G55020	1.686695722	1.6164894797	1.633336621	1.3999473277	0.0619918626	0.0477131813	0.1023977148	0.1076626328
AT1G55090	0.9304561827	1.064513409	1.4482629503	1.431859986	0.0355137157	0.0642783194	0.1016280586	0.2052820487
AT1G55260	0.9011981347	0.868933947	0.8712116763	0.8568061733	0.0278983976	0.0451848319	0.0617115067	0.0750136377
AT1G55320	0.5716905637	0.468025345	0.591964865	1.0715501723	0.084156858	0.0395787823	0.0076268346	0.0804217433
AT1G55370	1.6973283723	1.434409926	1.4356050457	1.483029467	0.1455093319	0.0722063459	0.188097233	0.1396534046
AT1G55450	0.8439907717	0.8770206293	1.020424034	1.0565716283	0.055635602	0.0195759335	0.1270473502	0.088934245
AT1G55480	1.0475107597	0.9947441007	0.9840024557	1.0088535757	0.0367999098	0.0343017597	0.0672924141	0.0166588554
AT1G55490	0.9968205613	0.9163843783	0.856876677	1.05807418	0.0344498852	0.0114854908	0.0456289723	0.0262367912
AT1G55500	1.0643294367	1.0331536403	1.3085266977	1.2358790623	0.174888237	0.1480432633	0.0855607534	0.2392236204
AT1G55540	1.1371645067	0.9755449833	1.064018147	0.8179005417	0.0753049001	0.0318026365	0.079492469	0.0215511328
AT1G55670	0.9455274233	1.0127257017	1.0781111087	1.070938014	0.0700538022	0.0155032508	0.0241048129	0.0268541025
AT1G55860	1.1046524977	1.031497264	1.1254045357	0.985675761	0.0046143919	0.0281448144	0.0364513083	0.0208174428
AT1G55890	1.1821102797	1.027970062	0.961419883	0.9854471447	0.0300689451	0.0758228096	0.0279432489	0.0981182801
AT1G55900	1.0355911247	0.985904727	0.9571783	1.0645184867	0.0896634327	0.0441096787	0.0248599589	0.0735913539
AT1G56050	1.1850834707	1.1045884007	1.1374198593	1.1507044543	0.0339505143	0.0917293466	0.0294311724	0.0749741304
AT1G56070	1.1871582537	1.109727864	1.145265723	1.0839739183	0.0640909443	0.0186483891	0.0398375174	0.0672632337
AT1G56110	1.2020055953	1.227353343	1.1862871937	0.986314311	0.0932547734	0.0314260667	0.0226934794	0.074044981
AT1G56190	0.9339129497	0.906746147	0.9674778057	1.0866345867	0.1056343279	0.0745091701	0.0195474023	0.0708598156
AT1G56330	0.9678414413	1.0198296553	0.9778594757	0.9471972193	0.0091390425	0.0690080855	0.0587786978	0.0235950433
AT1G56340	1.0993998483	1.0748037313	1.2529953853	1.0789930013	0.092479147	0.0448080982	0.0944699438	0.04580817
AT1G56423	0.9318596683	0.855323168	0.9135009853	1.0186575037	0.0676865393	0.0823630367	0.069561372	0.0516264297
AT1G56430	0.9673082733	1.1014002797	1.0488913583	1.1510044843	0.0260720459	0.0401561155	0.0806452278	0.0241642217
AT1G56450	1.079468668	0.9642391693	1.054518289	1.028852064	0.0148151043	0.0135668042	0.0837359901	0.0674421638
AT1G56500	1.2126120523	1.140663072	1.199479721	1.1452673777	0.0752474235	0.030767113	0.0377408848	0.074068545
AT1G56580	0.9695609473	0.9368253143	0.9160452107	0.8419841683	0.0519385449	0.02516426	0.092025467	0.0331740807
AT1G57720	1.3743149427	1.3470313133	1.2012934217	1.119077617	0.0603475405	0.0678334499	0.0199398555	0.004770547
AT1G57770	1.3192396113	1.538111005	1.486732643	1.3538073763	0.1194450492	0.0919216912	0.0384476025	0.0901181388
AT1G58060	1.013932269	0.9328868437	0.9023009363	0.8713779417	0.0213514751	0.0535090399	0.0388311319	0.0693349759
AT1G58080	0.8786281207	0.9098993977	0.762034975	0.7341891453	0.0544022125	0.0394351249	0.0491538491	0.0425747553
AT1G58230	1.2120279833	1.1282152517	1.0565676253	1.0041442777	0.0351289246	0.0480640951	0.0598534594	0.0899564015
AT1G58270	3.5817923563	1.915961162	1.0798153883	0.6503876473	0.1939315777	0.2399911166	0.0276157551	0.0637842577
AT1G58280	0.723648025	0.6159751503	0.751417299	0.983168366	0.0545475547	0.0198146482	0.0617952636	0.1285823238
AT1G58290	1.396107805	1.1237336437	0.9991101913	0.786519959	0.1285905637	0.0407843703	0.0244696365	0.0558959323
AT1G59610	1.3079881017	1.1539210323	1.2386450777	1.2075941857	0.0503643237	0.0541369626	0.0637721101	0.0994277456
AT1G59700	1.0712525207	0.972596475	1.036167208	1.2053944373	0.0756452301	0.0231449895	0.1272774734	0.0950987844
AT1G59760	1.283238853	1.0674410073	0.9561318377	0.847600007	0.0558633136	0.0222654602	0.0806945987	0.0307096152
AT1G59820	0.9827725893	1.0584521217	1.0141867683	0.9980711073	0.0315183204	0.0465378993	0.0134685195	0.0462657578
AT1G59830	1.117311862	1.0378975027	1.0604851003	1.0780358003	0.0173654238	0.0525092219	0.1008119788	0.0293174945
AT1G59840	1.390052058	1.203467123	1.1384703217	1.2404830993	0.0813169372	0.0916508224	0.0885098553	0.1351748595
AT1G59870	1.066886392	1.0888305087	1.220742012	1.0298409343	0.0353891808	0.0293166971	0.1325904751	0.0178061472
AT1G59890	0.7455920863	0.9588462873	0.9659986207	1.1886381723	0.2537815542	0.0518227318	0.2690135294	0.0485901066
AT1G59900	1.162756623	1.0350565927	1.0147791777	1.0291192467	0.0203328169	0.1079039438	0.0166794727	0.0863067633
AT1G59960	1.22065965	1.1824449453	1.1244274193	1.155122437	0.0817961617	0.0462249959	0.1231974351	0.0044447795
AT1G59990	1.163119543	0.9885274347	1.039131032	1.034964933	0.0540745176	0.0482907853	0.0217061535	0.1112155107
AT1G60000	0.8459373783	0.8121154447	0.8386272133	0.8460497567	0.0222962774	0.0556545513	0.1213380744	0.0613914277
AT1G60070	1.0610141247	1.0299927003	1.226833119	1.1981945037	0.1004921328	0.0804934702	0.1595329293	0.1241804973
AT1G60420	0.897203707	0.9470823867	1.261572086	1.3476035393	0.0133783778	0.0109025452	0.1633710094	0.2386395752
AT1G60490	0.976839616	0.9854057593	0.938118757	1.0598252023	0.0461580774	0.0241920661	0.088669993	0.0624218523
AT1G60550	0.9058661617	0.9301433767	0.9243187497	1.0042803993	0.0360635925	0.0168796378	0.0926410616	0.0253676956
AT1G60710	1.0485939213	1.0126137967	1.0116584613	0.9952283677	0.0702605125	0.073264747	0.0650624281	0.0727562569
AT1G60780	1.736133829	1.6978374697	1.6465554323	1.6265903643	0.3166874052	0.2960769377	0.0407018374	0.0141548252
AT1G60950	1.160554139	0.9857543077	1.1179277733	1.2290136747	0.0749108747	0.0424425698	0.0947546205	0.1126015609
AT1G60990	1.2841657747	1.1282627293	0.978060664	0.9829195863	0.0581925551	0.0726019979	0.0163091016	0.0457273131
AT1G61010	1.2452539713	1.148052145	1.2980900063	1.26880335	0.1089686418	0.0333474093	0.1368294093	0.1448316289
AT1G61150	1.0122123997	0.9993659833	0.9881454533	1.033947369	0.0375270365	0.0625349118	0.1266187805	0.0780915316
AT1G61520	1.007442564	1.068938531	1.151159514	1.0678721633	0.0256257724	0.0122153462	0.0372300167	0.0632555637
AT1G61570	1.0217652887	1.042164086	1.0287866613	0.973720504	0.1233766187	0.082196863	0.058688988	0.063103517
AT1G61580	1.0214949853	0.8159790513	0.9362520673	0.9214076877	0.033645472	0.1624847232	0.0815132513	0.1438410575
AT1G61620	1.2544397093	1.120149415	1.067126538	0.9353459923	0.0222842756	0.0879759318	0.0896614373	0.0222016301
AT1G61690	0.594561182	0.5461525637	0.5923875337	0.7379983423	0.1624980434	0.0556795744	0.0446802043	0.0955349715
AT1G61770	0.7897199487	0.8103081177	0.9524338863	0.969893488	0.0368679704	0.0249877138	0.0512662775	0.0791627726
AT1G61790	0.8547832713	0.8499246473	0.966331111	0.959174593	0.0933507259	0.0388512585	0.0436776454	0.057278415
AT1G61850	0.9094283997	1.4203823537	1.0680076843	1.489257388	0.4257922176	0.1050569111	0.4057534403	0.2580295583
AT1G61870	1.0992025007	0.96117379	0.8702481953	0.9137538027	0.1433415598	0.0879768292	0.0732212933	0.1473446378
AT1G62020	1.0113769837	0.8757841013	0.8998770687	0.9926453443	0.0419492992	0.0216379906	0.0773883477	0.0525388527
AT1G62180	1.08280198	0.941670762	0.7004011113	0.5976010343	0.035751273	0.0275866084	0.0307745011	0.0177771346
AT1G62330	1.1038946193	1.0752501917	1.2278927527	1.1760566387	0.0492026577	0.0305635385	0.1198052095	0.1244471327
AT1G62380	0.9631393773	0.8535542463	0.706081404	0.7667594787	0.0687586015	0.0416720991	0.0201914686	0.1244217935
AT1G62390	1.152167009	1.0851164207	1.178756856	1.077883136	0.0247127323	0.0415665339	0.0475285798	0.0938516378
AT1G62480	0.8912291917	0.884524476	0.904957591	0.9624244637	0.0484112749	0.0310019996	0.0616910703	0.084558716
AT1G62560	0.809819899	0.978271279	1.4631845223	1.5375734827	0.0518820087	0.0751617257	0.0464836784	0.1127764444
AT1G62630	1.838451134	1.4190695927	1.512992978	1.3335127917	0.1895626887	0.1857140739	0.2200059132	0.1119510401
AT1G62640	1.140402798	1.0126324337	0.9930939547	0.959557478	0.0621281203	0.0663834908	0.0401678632	0.0328618797
AT1G62660	1.673768017	1.8377461423	1.6488199133	1.3108887217	0.1648494382	0.1207046368	0.2473695334	0.2189844384
AT1G62730	0.9881590783	0.8963068003	0.940745777	1.0004209507	0.083810959	0.0338684525	0.0133691349	0.0460385629
AT1G62740	0.990087203	0.9999881603	1.24821868	1.211948449	0.0311625337	0.0215766017	0.1093559781	0.1930980178
AT1G62750	0.9790064497	1.162155584	1.4121187593	1.3232380153	0.1015905877	0.0693771858	0.0839719357	0.1358555432
AT1G62780	0.914443018	0.8806983673	0.8561708243	0.9391360537	0.0335628109	0.0311987267	0.0449393987	0.0488650708
AT1G62820	0.936411084	0.9260698143	0.8843133083	0.8841498297	0.0679866312	0.1370004019	0.0504894121	0.0267354131
AT1G63000	0.730825326	0.7648865243	0.836198354	0.9922889563	0.0402945142	0.0238033399	0.0567029906	0.0560389821
AT1G63010	0.969825034	1.1133246323	1.238326651	1.0881937793	0.0758404326	0.0143507146	0.132810433	0.0192128448
AT1G63110	1.2239057403	1.3390080543	1.3880245557	1.2363821583	0.4855029438	0.1432976517	0.2935582447	0.0384718725
AT1G63160	1.1355086737	1.2452806847	1.055741649	1.033950228	0.0431028259	0.0158236641	0.047874383	0.0456320099
AT1G63290	0.7877035883	0.7490881793	0.818835266	0.8408067597	0.0468351602	0.0523375276	0.0703630479	0.0399998741
AT1G63610	0.9182870237	0.9466462177	1.0142819073	1.0807061303	0.0371599041	0.0477706929	0.034394175	0.0095583413
AT1G63660	1.4966416747	1.4983616407	1.3674254113	1.0573576267	0.2014574857	0.1070609101	0.1123729423	0.0484084012
AT1G63680	1.4108450177	1.2717109923	1.1340686107	1.005873708	0.0887503612	0.0273035473	0.0500117505	0.0129170326
AT1G63770	1.0938348823	1.0419901457	1.1847238237	1.2419607807	0.0370250791	0.0383562582	0.067094434	0.055447505
AT1G63780	1.7044073373	1.5979374133	1.421876446	1.075803258	0.0472987629	0.1637763779	0.1122143573	0.0375212881
AT1G63940	1.0250998847	0.9196530903	0.9530346167	0.8739360163	0.0381728635	0.0766397151	0.0232198705	0.05162767
AT1G63970	0.8477256537	0.904046667	1.091252227	1.1204331943	0.0362079342	0.0183168133	0.0405064746	0.0120878488
AT1G64190	1.5623254877	1.4362731023	1.312526155	1.1224514193	0.1018181147	0.1669738146	0.1024523735	0.0296202085
AT1G64330	1.1280909843	1.174105608	1.0959613043	1.339432898	0.0505990359	0.0323278869	0.1252072996	0.1112438426
AT1G64400	1.1983170847	1.3159499797	1.4480261943	1.6296397517	0.0763276147	0.0579525247	0.0256449412	0.0855037773
AT1G64510	1.206591397	1.2065350437	1.1175805593	1.035336422	0.0405836698	0.0193658374	0.0023801192	0.0095066343
AT1G64520	1.0821219583	1.0404192587	1.0441463317	1.0511990337	0.0215186961	0.0202092715	0.0322175233	0.1002304954
AT1G64550	1.0749865567	1.0576374703	1.1405746867	1.1405739937	0.0428938846	0.0209408608	0.0642243083	0.0706655674
AT1G64650	1.1765684223	1.2815264013	1.1431808203	1.1321777273	0.0623372192	0.0448803525	0.0373881426	0.0456481468
AT1G64680	0.7912197527	0.7139322213	0.8024303183	1.023529521	0.0738613885	0.0625361249	0.115164527	0.0208724958
AT1G64740	1.5619892933	1.113139931	1.0045613137	0.8911850643	0.1348623223	0.0373791031	0.0767600017	0.0229080125
AT1G64770	1.317504528	1.2336439863	1.166731232	1.1350439453	0.0371211598	0.0818777351	0.0594500807	0.0490979051
AT1G64790	0.9482141207	0.9923213347	1.0231120323	0.8919199073	0.0079538513	0.0436949324	0.0366134094	0.0184305591
AT1G64900	1.5813148853	1.0446117847	0.9933174777	1.3922914687	0.1851134861	0.0583633024	0.1626748185	0.1745239281
AT1G64970	1.033411813	0.9989735373	1.0548867593	1.0620918267	0.0442735854	0.0314154954	0.0522595238	0.0271399355
AT1G64980	0.6882127737	0.667665674	0.7261456187	0.8138231357	0.0274006506	0.0629286822	0.0624598858	0.039203801
AT1G65010	0.809205885	0.8656062967	1.035923642	0.8914611657	0.0089091704	0.0197423191	0.1073289253	0.0378189924
AT1G65020	1.2211795247	1.1881850783	1.2093674253	1.1924307117	0.0181840202	0.0955777797	0.1706870683	0.0606075395
AT1G65060	1.335435063	1.3158811163	1.2800144263	1.6301052563	0.0793860496	0.0321939081	0.0884943135	0.0726451182
AT1G65220	1.4089767767	1.25376537	0.963929252	0.8957758997	0.0491350619	0.1111476372	0.052971024	0.0426253831
AT1G65230	1.3907261277	1.34354594	1.3499755887	1.311592908	0.0765989173	0.0405793196	0.1071501817	0.2907362373
AT1G65260	0.8439582623	0.8174626367	0.8838861933	0.965041873	0.0141698385	0.0401658323	0.0592131499	0.0510743476
AT1G65270	0.8218290373	0.7953089087	0.8939137373	0.923298846	0.0276357221	0.0184370919	0.0281171791	0.0235459952
AT1G65410	1.7581817307	1.7285097833	1.251080212	1.125155247	0.5448193203	0.3920411012	0.3230768532	0.05161106
AT1G65440	0.9639660897	0.878478607	1.1116078637	0.7600968957	0.0588643239	0.0265268167	0.0556537152	0.0938864748
AT1G65540	0.8181405203	0.8457096027	1.2507071943	1.343014315	0.0627552922	0.0553742399	0.1060136275	0.1326607322
AT1G65560	2.384564573	2.7031038507	2.5149305253	1.4394113847	0.5376291034	0.8364940445	0.9538738145	0.1108377215
AT1G65590	1.026034704	1.078235059	1.2953807567	1.2226363883	0.0413792586	0.0249801377	0.0228467033	0.1345956014
AT1G65650	1.3175386943	1.5296323613	1.2638408293	1.1790460393	0.0280719448	0.0529668365	0.0772738854	0.0499437703
AT1G65930	1.0499334523	0.9840047907	0.985425801	0.8845276967	0.0421736746	0.0815679693	0.0304115015	0.0614168464
AT1G65960	1.1997717023	1.2090326737	1.1122077887	0.9526986447	0.0641039329	0.0658515229	0.0434652325	0.0075248128
AT1G65980	1.0487529643	1.0303299483	1.1364004393	1.1268553547	0.0255408768	0.026075402	0.0667340309	0.0089891212
AT1G66100	0.754259629	0.9193517983	1.0461245697	0.6815675793	0.1303666151	0.0574974793	0.1490164872	0.2112608124
AT1G66130	1.4676885063	1.2378189017	1.1035996587	1.1619579543	0.0628162891	0.1291883459	0.021908052	0.1109608678
AT1G66200	1.1633557207	1.111973771	1.1959339137	1.171237054	0.0099901122	0.0940563515	0.0752768691	0.1054524306
AT1G66240	0.806737169	0.8507454703	0.9138455117	1.0782678917	0.0350032552	0.013325537	0.071218346	0.0588661205
AT1G66250	1.849480619	1.5700881137	1.501852324	1.4552063663	0.1570040712	0.0113534469	0.0763914452	0.2054017606
AT1G66260	0.7314651	0.7604873613	0.890016442	0.9318571347	0.1338095171	0.0172062193	0.0403009142	0.0486288233
AT1G66430	1.145943449	1.043279069	1.0076646677	0.977773881	0.0096401304	0.0333127848	0.0840515351	0.0546014193
AT1G66530	0.8077534613	0.7150871503	0.7964400613	0.9495446513	0.0578479506	0.037591763	0.0489998959	0.0794244816
AT1G66580	1.0480525967	1.02143844	1.0775971453	0.979663217	0.0311653725	0.0046314956	0.0914759135	0.0642666356
AT1G66670	1.0568623213	0.9759556283	1.031394438	1.0182595597	0.0274796602	0.0279667086	0.0589325202	0.0460938837
